mac,frequency,ssid,signalDBM,signalAvgDBM
4c:9e:ff:8e:2b:67,2412,TECHBOARDGROUP,196,196
4e:67:ff:8e:2b:68,2412,HIPERT,194,194
4e:67:ff:8e:2b:69,2412,VST,192,192
4e:67:ff:8e:2b:6a,2412,SUSTENIE,194,194
4e:67:ff:8e:2b:6b,2412,HANDHY,193,193
4e:67:ff:8e:2b:6c,2412,OPEN ENERGY,193,193
4c:9e:ff:83:94:65,2412,TECHBOARDGROUP,205,205
4e:65:ff:83:94:66,2412,HIPERT,203,203
4e:65:ff:83:94:67,2412,VST,204,204
4e:67:ff:8e:2b:6d,2412,IDEATIVA,192,192
4e:65:ff:83:94:68,2412,SUSTENIE,204,204
4e:65:ff:83:94:69,2412,HANDHY,204,204
4e:65:ff:83:94:6a,2412,OPEN ENERGY,204,204
4c:9e:ff:83:95:3a,2437,TECHBOARDGROUP,192,192
4e:3a:ff:83:95:3b,2437,HIPERT,192,192
34:60:f9:2a:4:af,2462,hipert-wifi,204,204
36:60:f9:2a:4:af,2462,,203,203
20:97:27:8:52:21,5200,hipert-wifi-pro-5,174,174
4e:3b:ff:83:95:3f,5200,HANDHY,186,186
34:60:f9:2a:4:ae,5220,hipert-wifi,194,194
4e:68:ff:8e:2b:69,5240,HIPERT,177,177
4e:68:ff:8e:2b:6a,5240,VST,178,178
4e:68:ff:8e:2b:6b,5240,SUSTENIE,177,177
4e:68:ff:8e:2b:6c,5240,HANDHY,178,178
4e:68:ff:8e:2b:6d,5240,OPEN ENERGY,179,179
4c:9e:ff:8e:2b:68,5240,TECHBOARDGROUP,178,178
4e:68:ff:8e:2b:6e,5240,IDEATIVA,178,178
fa:e8:c2:1:12:30,5745,Mi 11 Lite 5G,169,169
b0:4e:26:64:50:82,5200,vst-mac_5G,192,192
4e:65:ff:83:94:6b,2412,IDEATIVA,204,204
36:60:f9:2a:4:ae,5220,,211,211
4e:3b:ff:83:95:31,5200,IDEATIVA,186,186
4e:3a:ff:83:95:3c,2437,VST,193,193
4e:3a:ff:83:95:30,2437,IDEATIVA,191,191
b0:4e:26:64:50:83,2412,vst-mac,207,207
b6:4e:26:64:50:84,2412,VST-ButterfLife,206,206
4c:9e:ff:8e:2b:eb,2412,TECHBOARDGROUP,195,195
4e:eb:ff:8e:2b:ec,2412,HIPERT,196,196
4e:eb:ff:8e:2b:ed,2412,VST,199,199
e4:b3:18:e8:78:3a,2462,CARE-TB-15106e798aa44361,200,200
fa:d0:27:3c:69:38,2412,DIRECT-273CE938,203,203
a4:34:d9:9f:f0:29,2462,CARE-TB-51b6269178ed47c1,195,195
4c:9e:ff:8e:2b:ec,5200,TECHBOARDGROUP,184,184
b6:4e:26:64:50:83,5200,VST-ButterfLife-5G,193,193
4e:eb:ff:8e:2b:ef,2412,HANDHY,200,200
4e:eb:ff:8e:2b:e1,2412,IDEATIVA,199,199
4e:eb:ff:8e:2b:e0,2412,OPEN ENERGY,197,197
f4:b3:1:6d:d1:a7,2462,CARE-TB-2dbc348a4f7c4b7b,196,196
4e:ec:ff:8e:2b:e0,5200,HANDHY,184,184
4e:eb:ff:8e:2b:ee,2412,SUSTENIE,197,197
4e:3a:ff:83:95:3f,2437,OPEN ENERGY,191,191
4e:3b:ff:83:95:3c,5200,HIPERT,187,187
4e:3b:ff:83:95:3d,5200,VST,186,186
4e:3b:ff:83:95:3e,5200,SUSTENIE,186,186
4e:3a:ff:83:95:3e,2437,HANDHY,194,194
28:87:ba:31:ee:d8,2462,hipert-wifi,193,193
2a:87:ba:21:ee:d8,2462,,190,190
28:87:ba:31:ee:d9,5220,hipert-wifi,169,169
20:97:27:8:52:20,2437,hipert-wifi-pro,212,212
2a:87:ba:51:ee:d8,5220,,169,169
4c:9e:ff:83:95:3b,5200,TECHBOARDGROUP,186,186
4e:3b:ff:83:95:30,5200,OPEN ENERGY,186,186
d8:ec:e5:78:81:ed,2437,Interdamo,186,186
4e:ec:ff:8e:2b:ee,5200,VST,184,184
4e:ec:ff:8e:2b:ef,5200,SUSTENIE,184,184
4e:ec:ff:8e:2b:e1,5200,OPEN ENERGY,184,184
4e:ec:ff:8e:2b:e2,5200,IDEATIVA,185,185
4c:9e:ff:83:95:47,5220,TECHBOARDGROUP,181,181
4e:47:ff:83:95:48,5220,HIPERT,181,181
4e:47:ff:83:95:49,5220,VST,171,171
4e:47:ff:83:95:4a,5220,SUSTENIE,182,182
4e:47:ff:83:95:4b,5220,HANDHY,181,181
4e:47:ff:83:95:4c,5220,OPEN ENERGY,181,181
4e:47:ff:83:95:4d,5220,IDEATIVA,181,181
0:31:92:e5:f5:b2,2422,VST-ButterfLife,193,193
5e:fb:3a:a9:33:f4,2437,DIRECT-f4-HP M209 LaserJet,190,190
4e:46:ff:83:95:47,2437,HIPERT,189,189
4e:46:ff:83:95:48,2437,VST,189,189
4e:3a:ff:83:95:3d,2437,SUSTENIE,193,193
4e:c2:ff:8e:2b:c6,5180,HANDHY,168,168
4e:c2:ff:8e:2b:c7,5180,OPEN ENERGY,167,167
4e:c2:ff:8e:2b:c8,5180,IDEATIVA,167,167
4e:ec:ff:8e:2b:ed,5200,HIPERT,184,184
